Time_hh:mm:ss,Date,Line,Timestamp__ms_,Total_field_anomaly__nT_,Longitude__°_,Latitude__°_,Easting,Northing,Altitude__m_,Time,interpolated_magnetic_reading,diurnal_correction_magnetic,Heading_deg,FlightDirection_deg,directional_bias_huber,direction_corrected_huber,micro_bias_sg,TMI_micro_sg
2022-10-09 13:34:25,2022-10-09,18,20064509,41865.686,101.887241164924,4.59704441139412,820385.77663,508769.86539,525.0,2022-10-09 13:34:25,42025.49412329913,-159.8081232991317,0.10083750547920545,0,-67.04112,-92.767,-5.0,-87.767
2022-10-09 13:34:26,2022-10-09,18,20065509,41875.225,101.88724150449,4.59709911389792,820385.78987,508775.91984,524.9,2022-10-09 13:34:26,42025.515170775936,-150.29017077593744,0.12529542923311965,0,-67.04112,-83.249054,-5.0,-78.249054
2022-10-09 13:34:27,2022-10-09,18,20066509,41881.104,101.887241833894,4.59715235980312,820385.80263,508781.81307,524.9,2022-10-09 13:34:27,42025.53733474946,-144.4333347494612,0.12405641866337191,0,-67.04112,-77.39221,-5.0,-72.39221
2022-10-09 13:34:28,2022-10-09,18,20067509,41885.873,101.887242116206,4.5972019616713,820385.81179,508787.30298,524.9,2022-10-09 13:34:28,42025.56085320282,-139.6878532028204,0.09559880718518343,0,-67.04112,-72.64673,-5.0,-67.64673
2022-10-09 13:34:29,2022-10-09,18,20068509,41889.112,101.887242404126,4.5972474456696,820385.82342,508792.33713,524.9,2022-10-09 13:34:29,42025.5859339308,-136.47393393079983,0.13236568932398995,0,-67.04112,-69.432816,-5.0,-64.432816
2022-10-09 13:34:30,2022-10-09,18,20069509,41890.96,101.887242677697,4.59729000406578,820385.83476,508797.04748,524.9,2022-10-09 13:34:30,42025.61275623228,-134.6527562322808,0.13793728334354682,0,-67.04112,-67.61163,-5.0,-62.611633
2022-10-09 13:34:31,2022-10-09,18,20070509,41891.441999999995,101.887242891003,4.59733093936838,820385.84014,508801.57816,524.9,2022-10-09 13:34:31,42025.64145808367,-134.1994580836763,0.0680363981120422,0,-67.04112,-67.15834,-5.0,-62.15834
2022-10-09 13:34:32,2022-10-09,18,20071509,41890.763,101.887242902352,4.59737116939282,820385.8234,508806.0307,524.9,2022-10-09 13:34:32,42025.67213295397,-134.9091329539733,359.7845888347971,0,-67.04112,-67.86801,-5.0,-62.86801
2022-10-09 13:34:33,2022-10-09,18,20072509,41888.989,101.887242841541,4.59741130865523,820385.79868,508810.47315,524.9,2022-10-09 13:34:33,42025.70482357386,-136.7158235738607,359.6811810936263,0,-67.04112,-69.6747,-5.0,-64.6747
2022-10-09 13:34:34,2022-10-09,18,20073509,41886.376000000004,101.887242919693,4.5974517801624,820385.78926,508814.95245,524.8,2022-10-09 13:34:34,42025.7395227424,-139.3635227423947,359.87950674250453,0,-67.04112,-72.3224,-5.0,-67.3224
