Time_hh:mm:ss,Date,Line,Timestamp__ms_,Total_field_anomaly__nT_,Longitude__°_,Latitude__°_,Easting,Northing,Altitude__m_
2022-10-07 16:47:42,2022-10-07,3,31661556,41844.76700000001,101.883208392543,4.59373832848358,819939.3763,508402.15084,476.4
2022-10-07 16:47:43,2022-10-07,3,31662556,41845.35,101.883207999768,4.59370449740552,819939.34778,508398.40637,476.4
2022-10-07 16:47:44,2022-10-07,3,31663556,41845.895000000004,101.883207689642,4.59367053829238,819939.3285,508394.64776,476.4
2022-10-07 16:47:45,2022-10-07,3,31664556,41846.716,101.883207331068,4.59363704445304,819939.30362,508390.94062,476.3
2022-10-07 16:47:46,2022-10-07,3,31665556,41847.488,101.883206664411,4.59360432311922,819939.24419,508387.31884,476.3
2022-10-07 16:47:47,2022-10-07,3,31666556,41847.983,101.883206107702,4.59357223322274,819939.19669,508383.767,476.4
2022-10-07 16:47:48,2022-10-07,3,31667556,41847.681,101.883205913328,4.59354050479286,819939.18927,508380.25532,476.6
2022-10-07 16:47:49,2022-10-07,3,31668556,41847.210999999996,101.883205834489,4.59350910633639,819939.19453,508376.78022,477.0
2022-10-07 16:47:50,2022-10-07,3,31669556,41848.845,101.883205875368,4.59347847188516,819939.21275,508373.38972,477.8
2022-10-07 16:47:51,2022-10-07,3,31670556,41849.55,101.883205887648,4.59344913950591,819939.2272,508370.14333,478.4
2022-10-07 16:47:52,2022-10-07,3,31671556,41848.419,101.883205556989,4.59342041614441,819939.2033,508366.96418,478.3
2022-10-07 16:47:53,2022-10-07,3,31672556,41847.865000000005,101.883205180472,4.593391402399,819939.17444,508363.75288,478.5
2022-10-07 16:47:54,2022-10-07,3,31673556,41846.647,101.883205065382,4.59336248392448,819939.17457,508360.55223,479.1
2022-10-07 16:47:55,2022-10-07,3,31674556,41845.340000000004,101.883205082069,4.59333504515971,819939.18867,508357.51541,480.0
2022-10-07 16:47:56,2022-10-07,3,31675556,41844.767,101.883204998882,4.59331000432898,819939.19061,508354.74395,481.31
2022-10-07 16:47:57,2022-10-07,3,31676556,41843.661,101.883204844572,4.59328734067732,819939.18359,508352.23555,482.81
2022-10-07 16:47:58,2022-10-07,3,31677556,41841.052,101.883204521332,4.59326734254081,819939.15661,508350.02208,484.3
2022-10-07 16:47:59,2022-10-07,3,31678556,41840.998,101.883204186904,4.59325133961057,819939.12662,508348.25079,485.7
2022-10-07 16:48:00,2022-10-07,3,31679556,41844.593,101.883203940861,4.59323828952818,819939.10512,508346.80634,487.21
2022-10-07 16:48:01,2022-10-07,3,31680556,41845.138,101.883203301876,4.59322428561463,819939.0404,508345.25615,488.4
2022-10-07 16:48:02,2022-10-07,3,31681556,41841.995,101.883202451411,4.59320718734557,819938.95358,508343.36339,488.5
2022-10-07 16:48:03,2022-10-07,3,31682556,41843.684,101.883201875383,4.59318705320956,819938.8986,508341.13476,489.0
2022-10-07 16:48:04,2022-10-07,3,31683556,41841.1,101.883201592829,4.59316490214484,819938.8771,508338.68304,489.8
2022-10-07 16:48:05,2022-10-07,3,31684556,41841.127,101.883201460674,4.59314165801536,819938.8728,508336.1104,490.51
2022-10-07 16:48:06,2022-10-07,3,31685556,41840.38,101.883201249681,4.59311768032255,819938.86007,508333.45654,491.7
2022-10-07 16:48:07,2022-10-07,3,31686556,41839.71,101.883201006328,4.59309348739686,819938.84385,508330.77885,492.8
2022-10-07 16:48:08,2022-10-07,3,31687556,41840.974,101.88320076251,4.59306943301075,819938.8275,508328.11648,493.9
2022-10-07 16:48:09,2022-10-07,3,31688556,41839.22,101.883200531824,4.59304543656523,819938.8126,508325.46054,494.1
2022-10-07 16:48:10,2022-10-07,3,31689556,41839.265,101.883200396412,4.59302099661051,819938.80847,508322.75555,494.1
2022-10-07 16:48:11,2022-10-07,3,31690556,41839.011,101.883200473519,4.59299565506328,819938.82834,508319.95088,494.0
2022-10-07 16:48:12,2022-10-07,3,31691556,41838.025,101.883200472731,4.59296947096814,819938.83994,508317.05292,494.0
2022-10-07 16:48:13,2022-10-07,3,31692556,41837.267,101.883200344394,4.59294267761142,819938.83765,508314.08747,493.8
2022-10-07 16:48:14,2022-10-07,3,31693556,41837.05333333334,101.883200175207,4.59291538307358,819938.83104,508311.06653,493.8
2022-10-07 16:49:01,2022-10-07,4,31740752,41755.15125,101.883468159933,4.5928292082445,819968.63182,508301.64904,493.8
2022-10-07 16:49:02,2022-10-07,4,31741552,41755.583,101.883467641878,4.59284914884879,819968.56539,508303.85577,493.9
2022-10-07 16:49:03,2022-10-07,4,31742553,41756.542,101.88346714751,4.59287563647348,819968.49866,508306.7871,494.1
2022-10-07 16:49:04,2022-10-07,4,31743553,41757.522000000004,101.883466881841,4.59290347174409,819968.45673,508309.86769,494.1
2022-10-07 16:49:05,2022-10-07,4,31744553,41758.561,101.883466860497,4.59293297959265,819968.44119,508313.1335,493.9
2022-10-07 16:49:06,2022-10-07,4,31745553,41758.293,101.883466849695,4.59296393621252,819968.42617,508316.55967,493.9
2022-10-07 16:49:07,2022-10-07,4,31746553,41758.882,101.883466787431,4.59299591610708,819968.40498,508320.09906,494.0
2022-10-07 16:49:08,2022-10-07,4,31747553,41759.783,101.883466829211,4.59302846863643,819968.39509,508323.70187,493.9
2022-10-07 16:49:09,2022-10-07,4,31748553,41760.854999999996,101.883466697311,4.59306107301885,819968.36588,508327.31035,493.9
2022-10-07 16:49:10,2022-10-07,4,31749553,41761.062,101.883466171418,4.59309371151059,819968.29291,508330.92243,493.8
2022-10-07 16:49:11,2022-10-07,4,31750553,41762.756,101.883465422583,4.59312670118701,819968.19501,508334.57327,493.2
2022-10-07 16:49:12,2022-10-07,4,31751553,41763.111,101.883464659761,4.59316013591492,819968.09537,508338.27337,492.4
2022-10-07 16:49:13,2022-10-07,4,31752553,41764.108,101.883463965001,4.59319374791585,819968.0032,508341.99311,491.6
2022-10-07 16:49:14,2022-10-07,4,31753553,41764.775,101.883463395259,4.59322715560882,819967.92501,508345.6903,490.8
2022-10-07 16:49:15,2022-10-07,4,31754553,41765.871,101.883463071493,4.5932602605997,819967.87428,508349.3541,490.1
2022-10-07 16:49:16,2022-10-07,4,31755553,41764.811,101.88346302634,4.59329333366865,819967.8545,508353.01449,489.3
2022-10-07 16:49:17,2022-10-07,4,31756553,41764.565,101.883462994701,4.59332620429904,819967.83631,508356.65248,488.0
2022-10-07 16:49:18,2022-10-07,4,31757553,41766.418,101.883462874703,4.59335737931047,819967.80906,508360.10276,486.2
2022-10-07 16:49:19,2022-10-07,4,31758553,41766.291000000005,101.883462594757,4.59338603642877,819967.76518,508363.2743,484.5
2022-10-07 16:49:20,2022-10-07,4,31759553,41767.905,101.883461849793,4.59341229353231,819967.67072,508366.18001,482.9
2022-10-07 16:49:21,2022-10-07,4,31760553,41769.388,101.88346081641,4.59343640787326,819967.54519,508368.84844,481.3
2022-10-07 16:49:22,2022-10-07,4,31761553,41771.788,101.883460054458,4.59345925057869,819967.45037,508371.37624,479.5
2022-10-07 16:49:23,2022-10-07,4,31762553,41774.15,101.88346000921,4.59348221917139,819967.43509,508373.91831,477.5
2022-10-07 16:49:24,2022-10-07,4,31763553,41777.082,101.883460214876,4.59350653984474,819967.44707,508376.61012,475.6
2022-10-07 16:49:25,2022-10-07,4,31764553,41777.945,101.883460118078,4.59353237621927,819967.42479,508379.46956,474.0
2022-10-07 16:49:26,2022-10-07,4,31765553,41780.181,101.883459910854,4.59355956022984,819967.38964,508382.47809,472.7
2022-10-07 16:49:27,2022-10-07,4,31766553,41777.262,101.883459550215,4.59358778101642,819967.33699,508385.60131,472.6
2022-10-07 16:49:28,2022-10-07,4,31767553,41776.491,101.883459049376,4.59361653800432,819967.26852,508388.7838,472.7
2022-10-07 16:49:29,2022-10-07,4,31768553,41777.159,101.883458621219,4.59364555214819,819967.20802,508391.99479,472.5
2022-10-07 16:49:30,2022-10-07,4,31769553,41775.217,101.883458270366,4.59367528809071,819967.15578,508395.28571,472.4
2022-10-07 16:49:31,2022-10-07,4,31770553,41775.062,101.883458016232,4.59370570638957,819967.11397,508398.65218,472.2
2022-10-07 16:49:32,2022-10-07,4,31771553,41773.288,101.883457869324,4.59373661499139,819967.08386,508402.07297,472.1
2022-10-07 16:49:33,2022-10-07,4,31772553,41772.240999999995,101.883457769236,4.59376766975219,819967.05888,508405.50995,472.0
2022-10-07 16:49:34,2022-10-07,4,31773553,41770.674,101.88345770485,4.59379895617605,819967.03776,508408.97259,472.0
2022-10-07 16:49:35,2022-10-07,4,31774553,41768.201,101.883457760027,4.59383059929151,819967.02976,508412.47476,472.1
2022-10-07 16:49:36,2022-10-07,4,31775553,41766.422999999995,101.883457891213,4.59386229046856,819967.03018,508415.98229,472.1
2022-10-07 16:49:37,2022-10-07,4,31776553,41763.79,101.883457813014,4.59389410229913,819967.00729,508419.50307,472.1
2022-10-07 16:49:38,2022-10-07,4,31777553,41761.13,101.883457330946,4.59392617580064,819966.93943,508423.05264,472.1
2022-10-07 16:49:39,2022-10-07,4,31778553,41758.444,101.883456715167,4.59395848812611,819966.85661,508426.62858,472.1
2022-10-07 16:49:40,2022-10-07,4,31779553,41755.277,101.883456402654,4.59399137263282,819966.80722,508430.26798,472.0
2022-10-07 16:49:41,2022-10-07,4,31780553,41751.998,101.883456499637,4.59402479888885,819966.80307,508433.96752,471.8
2022-10-07 16:49:42,2022-10-07,4,31781553,41747.881,101.883456673228,4.59405851097588,819966.80729,508437.69873,471.8
2022-10-07 16:49:43,2022-10-07,4,31782553,41743.662,101.883456731373,4.59409218076893,819966.79872,508441.42521,471.9
2022-10-07 16:49:44,2022-10-07,4,31783553,41739.619,101.883456771937,4.59412556013949,819966.78832,508445.11953,471.9
2022-10-07 16:49:45,2022-10-07,4,31784553,41735.735,101.883456850938,4.59415854677945,819966.78236,508448.77041,471.9
2022-10-07 16:49:46,2022-10-07,4,31785553,41729.721000000005,101.883456891719,4.59419071836866,819966.77253,508452.33107,472.3
2022-10-07 16:49:47,2022-10-07,4,31786554,41724.368,101.883456976101,4.59422104075665,819966.76836,508455.68708,473.2
2022-10-07 16:49:48,2022-10-07,4,31787554,41720.431,101.883457037731,4.59424825586511,819966.76305,508458.69918,474.3
2022-10-07 16:49:49,2022-10-07,4,31788554,41718.474,101.883456946429,4.59427283141105,819966.74194,508461.41907,475.7
2022-10-07 16:49:50,2022-10-07,4,31789554,41717.178,101.883456751542,4.59429630290207,819966.70981,508464.01672,477.0
2022-10-07 16:49:51,2022-10-07,4,31790554,41710.699,101.883456644532,4.59431961070626,819966.68752,508466.5963,478.41
2022-10-07 16:49:52,2022-10-07,4,31791554,41710.240999999995,101.883456527284,4.59434143992522,819966.66475,508469.01223,480.11
2022-10-07 16:49:53,2022-10-07,4,31792554,41707.284,101.883456479566,4.59436095634637,819966.65074,508471.17221,481.81
2022-10-07 16:49:54,2022-10-07,4,31793554,41708.176,101.883456508836,4.59437873474233,819966.64605,508473.13988,483.51
2022-10-07 16:49:55,2022-10-07,4,31794554,41707.08,101.88345641466,4.59439702505728,819966.62742,508475.16414,485.0
2022-10-07 16:49:56,2022-10-07,4,31795554,41705.210999999996,101.883456380394,4.5944168507256,819966.61476,508477.35836,486.3
2022-10-07 16:49:57,2022-10-07,4,31796554,41703.164000000004,101.883456532397,4.59443773152653,819966.62232,508479.66944,487.81
2022-10-07 16:49:58,2022-10-07,4,31797554,41700.994,101.883456825494,4.59445914660455,819966.64531,508482.03972,489.4
2022-10-07 16:49:59,2022-10-07,4,31798554,41700.545,101.883457110265,4.59448099136332,819966.66718,508484.45754,490.7
